prodi,jeniskelamin,propinsikabupaten,tahundaftar,jumlah
"Reguler - FIKes - Pendidikan Profesi Ners",Laki-laki,"Prop. Bangka Belitung ;Kab. Belitung ",2019,2
"Reguler - FIKes - Kebidanan S1",Perempuan,"Prop. Jawa Tengah ;Kota Tegal ",2019,3
"Reguler - FIKes - Pendidikan Profesi Fisioterapi",Perempuan,"Prop. Bangka Belitung ;Kab. Bangka Barat ",2019,1
"Reguler - FIKes - Teknologi Laboratorium Medis D4",Perempuan,"LUAR NEGERI;LUAR NEGERI",2019,2
"Reguler - FEISHum - Administrasi Publik S1",Laki-laki,"Prop. Lampung ;Kab. Pasawaran ",2019,1
"Reguler - FEISHum - Psikologi S1",Perempuan,"Prop. Sulawesi Selatan ;Kab. Gowa ",2019,1
"Reguler - FIKes - Keperawatan Anestesiologi",Laki-laki,"Prop. Sulawesi Tenggara ;Kab. Buton Utara ",2019,1
"Reguler - FST - Teknologi Informasi S1",Laki-laki,"Prop. Lampung ;Kab. Tenggamus ",2019,1
"Aanvullen - FIKes - Kebidanan D4",Perempuan,"Prop. Sumatera Barat ;Kab. Dharmas Raya ",2019,1
"Reguler - FEISHum - Manajemen S1",Laki-laki,"Prop. Lampung ;Kab. Tulang Bawang ",2019,2
"Reguler - FEISHum - Psikologi S1",Laki-laki,"Prop. Aceh ;Kab. Bireuen ",2019,2
"Reguler - FIKes - Radiologi D3",Perempuan,"Prop. Bengkulu ;Kab. Lebong ",2019,2
"Reguler - FIKes - Keperawatan S1",Laki-laki,"Prop. Kalimantan Timur ;Kota Tarakan ",2019,8
"Reguler - FIKes - Kebidanan S1",Perempuan,"Prop. Jawa Timur ;Kota Probolinggo ",2019,1
"Reguler - FIKes - Teknologi Laboratorium Medis D4",Perempuan,"Prop. Kalimantan Timur ;Kab. Nunukan ",2019,2
"Reguler - FIKes - Kebidanan S2",Perempuan,"Prop. D.I. Yogyakarta ;Kab. Kulon Progo ",2019,1
"Reguler - FEISHum - Akuntansi S1",Perempuan,"Prop. Kalimantan Timur ;Kota Samarinda ",2019,1
"Reguler - FIKes - Gizi S1",Perempuan,"Prop. Kalimantan Tengah ;Kab. Kotawaringin Timur ",2019,1
"Reguler - FEISHum - Administrasi Publik S1",Perempuan,"Prop. Kalimantan Timur ;Kota Bontang ",2019,1
"Reguler - FIKes - Teknologi Laboratorium Medis D4",Laki-laki,"Prop. Jawa Tengah ;Kab. Wonosobo ",2019,9
"Reguler - FST - Bioteknologi S1",Perempuan,"Prop. Bengkulu ;Kab. Rejang Lebong ",2019,1
"Reguler - FEISHum - Komunikasi S1",Perempuan,"Prop. Jawa Tengah ;Kab. Pati ",2019,1
"Reguler - FIKes - Fisioterapi S1",Perempuan,"Prop. Kalimantan Utara;KABUPATEN BULUNGAN",2019,2
"Reguler - FIKes - Pendidikan Profesi Fisioterapi",Laki-laki,"Prop. Sumatera Utara ;Kota Medan ",2019,1
"Reguler - FIKes - Keperawatan S1",Perempuan,"Prop. Papua Barat ;Kab. Fak-Fak ",2019,2
"Reguler - FST - Teknologi Informasi S1",Laki-laki,"Prop. Jawa Tengah ;Kab. Magelang ",2019,3
"Reguler - FIKes - Keperawatan Anestesiologi",Perempuan,"Prop. Kepulauan Riau ;Kab. Lingga ",2019,1
"Reguler - FEISHum - Komunikasi S1",Laki-laki,"Prop. Jawa Timur ;Kab. Sidoarjo ",2019,2
"Reguler - FIKes - Radiologi D3",Laki-laki,"Prop. Jawa Tengah ;Kab. Pati ",2019,4
"Reguler - FEISHum - Manajemen S1",Perempuan,"Prop. Sulawesi Tenggara ;Kab. Buton Utara ",2019,1
"Reguler - FIKes - Keperawatan Anestesiologi",Laki-laki,"Prop. Jawa Tengah ;Kab. Wonogiri ",2019,1
"Aanvullen - FIKes - Kebidanan D4",Perempuan,"Prop. Sumatera Selatan ;Kota Prabumulih ",2019,2
"Reguler - FST - Teknologi Informasi S1",Perempuan,"LUAR NEGERI;LUAR NEGERI",2019,1
"Reguler - FIKes - Gizi S1",Perempuan,"Prop. Jawa Barat ;Kota Bekasi ",2019,2
"Reguler - FEISHum - Psikologi S1",Laki-laki,"Prop. Sulawesi Barat ;Kab. Mamuju ",2019,2
"Reguler - FIKes - Radiologi D3",Perempuan,"Prop. Sumatera Barat ;Kab. Pasaman ",2019,2
"Reguler - FIKes - Kebidanan D3",Perempuan,"Prop. Kepulauan Riau ;Kab. Lingga ",2019,1
"Reguler - FIKes - Keperawatan S1",Laki-laki,"Prop. Kalimantan Barat ;Kota Pontianak ",2019,8
"Reguler - FIKes - Kebidanan S1",Perempuan,"Prop. Jawa Tengah ;Kab. Magelang ",2019,9
"Reguler - FST - Arsitektur S1",Perempuan,"Prop. Maluku ;Kota Ambon ",2019,1
"Reguler - FEISHum - Akuntansi S1",Perempuan,"Prop. Jawa Tengah ;Kab. Tegal ",2019,1
"Reguler - FIKes - Fisioterapi S1",Laki-laki,"Prop. Jawa Barat ;Kab. Bekasi ",2019,2
"Reguler - FIKes - Gizi S1",Perempuan,"Prop. Sumatera Barat ;Kab. Pasaman Barat ",2019,1
"Reguler - FIKes - Pendidikan Profesi Ners",Perempuan,"Prop. Jawa Tengah ;Kota Semarang ",2019,1
"Reguler - FEISHum - Administrasi Publik S1",Perempuan,"Prop. Bangka Belitung ;Kota Pangkalpinang ",2019,1
"Reguler - FST - Bioteknologi S1",Perempuan,"Prop. Lampung ;Kab. Way Kanan ",2019,2
"Reguler - FEISHum - Komunikasi S1",Perempuan,"Prop. Gorontalo ;Kab. Gorontalo ",2019,1
"Reguler - FIKes - Fisioterapi S1",Perempuan,"Prop. Kalimantan Timur ;Kota Bontang ",2019,1
"Reguler - FIKes - Keperawatan S1",Perempuan,"Prop. Bali ;Kab. Buleleng ",2019,1
"Reguler - FST - Teknologi Informasi S1",Laki-laki,"Prop. Sulawesi Tengah ;Kota Palu ",2019,2
"Reguler - FIKes - Keperawatan Anestesiologi",Perempuan,"Prop. Sulawesi Selatan ;Kota Makassar ",2019,2
"Reguler - FEISHum - Komunikasi S1",Laki-laki,"Prop. Riau ;Kab. Rokan Hulu ",2019,2
"Reguler - FIKes - Radiologi D3",Laki-laki,"Prop. Jawa Tengah ;Kab. Pekalongan ",2019,3
"Reguler - FEISHum - Manajemen S1",Perempuan,"Prop. Maluku Utara ;Kab. Halmahera Timur ",2019,1
"Reguler - FIKes - Kebidanan S1",Perempuan,"Prop. Jawa Tengah ;Kab. Purworejo ",2019,3
"Reguler - FIKes - Pendidikan Profesi Fisioterapi",Perempuan,"Prop. Lampung ;Kota Metro ",2019,1
"Reguler - FIKes - Teknologi Laboratorium Medis D4",Perempuan,"Prop. Jambi ;Kab. Kerinci ",2019,1
"Reguler - FEISHum - Psikologi S1",Perempuan,"Prop. Kepulauan Riau ;Kota Tanjungpinang ",2019,1
"Reguler - FIKes - Radiologi D3",Perempuan,"Prop. Sulawesi Tenggara ;Kota Baubau ",2019,1
"Reguler - FIKes - Kebidanan S1",Perempuan,"Prop. Sumatera Selatan ;Kab. Musi Rawas ",2019,2
"Reguler - FST - Arsitektur S1",Perempuan,"Prop. Jambi ;Kab. Kerinci ",2019,1
"Reguler - FIKes - Fisioterapi S1",Laki-laki,"Prop. Jawa Timur ;Kab. Magetan ",2019,2
"Reguler - FIKes - Gizi S1",Perempuan,"Prop. Kalimantan Utara;KABUPATEN TANA TIDUNG",2019,1
"Reguler - FIKes - Pendidikan Profesi Ners",Perempuan,"Prop. Jawa Tengah ;Kab. Semarang ",2019,1
"Reguler - FEISHum - Administrasi Publik S1",Perempuan,"Prop. Maluku Utara ;Kab. Kepulauan Sula ",2019,1
"Reguler - FEISHum - Komunikasi S1",Perempuan,"Prop. Lampung ;Kota Bandar Lampung ",2019,1
"Reguler - FST - Teknologi Informasi S1",Laki-laki,"Prop. Aceh ;Kota Langsa ",2019,1
"Reguler - FIKes - Keperawatan Anestesiologi",Perempuan,"Prop. Jawa Tengah ;Kota Salatiga ",2019,1
"Reguler - FEISHum - Komunikasi S1",Laki-laki,"Prop. Sumatera Selatan ;Kab. Musi Banyu Asin ",2019,4
"Reguler - FST - Arsitektur S1",Laki-laki,"Prop. Sulawesi Selatan ;Kota Pare-Pare ",2019,1
"Reguler - FIKes - Radiologi D3",Laki-laki,"Prop. Sumatera Selatan ;Kab. Ogan Komering Ulu Selatan",2019,1
"Reguler - FEISHum - Manajemen S1",Perempuan,"Prop. Maluku Utara ;Kota Ternate ",2019,1
"Reguler - FEISHum - Akuntansi S1",Perempuan,"Prop. Kalimantan Selatan ;Kab. Barito Kuala ",2019,1
"Reguler - FIKes - Kebidanan S1",Perempuan,"Prop. Jawa Tengah ;Kab. Blora ",2019,1
"Reguler - FIKes - Teknologi Laboratorium Medis D4",Perempuan,"Prop. Kalimantan Selatan ;Kab. Banjar ",2019,1
"Reguler - FEISHum - Psikologi S1",Perempuan,"Prop. Jawa Timur ;Kab. Gresik ",2019,1
"Aanvullen - FIKes - Kebidanan D4",Perempuan,"Prop. Jawa Barat ;Kab. Garut ",2019,1
"Reguler - FST - Teknologi Informasi S1",Perempuan,"Prop. Jawa Barat ;Kab. Subang ",2019,1
"Reguler - FIKes - Gizi S1",Perempuan,"Prop. Sulawesi Utara ;Kota Manado ",2019,1
"Reguler - FEISHum - Psikologi S1",Laki-laki,"Prop. Nusa Tenggara Barat ;Kab. Lombok Tengah ",2019,4
"Reguler - FIKes - Gizi S1",Laki-laki,"Prop. Kalimantan Tengah ;Kab. Sukamara ",2019,1
"Reguler - FIKes - Fisioterapi S1",Laki-laki,"Prop. Sumatera Barat ;Kab. Pasaman ",2019,4
"Reguler - FIKes - Gizi S1",Perempuan,"Prop. Kalimantan Selatan ;Kab. Hulu Sungai Selatan ",2019,1
"Reguler - FEISHum - Administrasi Publik S1",Perempuan,"Prop. Papua ;Kab. Jayapura ",2019,1
"Reguler - FEISHum - Komunikasi S1",Perempuan,"Prop. Sulawesi Tenggara ;Kab. Konawe ",2019,1
"Reguler - FEISHum - Psikologi S1",Perempuan,"Prop. Sumatera Barat ;Kota Bukittinggi ",2019,1
"Reguler - FST - Teknologi Informasi S1",Laki-laki,"Prop. Jawa Tengah ;Kab. Cilacap ",2019,2
"Reguler - FIKes - Keperawatan Anestesiologi",Perempuan,"Prop. Papua ;Kota Jayapura ",2019,1
"Reguler - FST - Arsitektur S1",Laki-laki,"Prop. D.I. Yogyakarta ;Kab. Sleman ",2019,28
"Reguler - FIKes - Radiologi D3",Laki-laki,"Prop. Nusa Tenggara Barat ;Kab. Sumbawa ",2019,10
"Reguler - FEISHum - Akuntansi S1",Laki-laki,"Prop. Maluku ;Kab. Seram Bagian Timur ",2019,1
"Reguler - FEISHum - Manajemen S1",Perempuan,"Prop. Papua ;Kota Jayapura ",2019,4
"Reguler - FEISHum - Akuntansi S1",Perempuan,"Prop. Banten ;Kota tangerang Selatan ",2019,1
"Reguler - FIKes - Kebidanan S1",Perempuan,"Prop. Lampung ;Kab. Lampung Timur ",2019,5
"Reguler - FIKes - Teknologi Laboratorium Medis D4",Perempuan,"Prop. Jawa Timur ;Kab. Gresik ",2019,2
"Reguler - FEISHum - Psikologi S1",Perempuan,"Prop. Jawa Timur ;Kab. Pamekasan ",2019,1
"Reguler - FST - Bioteknologi S1",Laki-laki,"Prop. D.I. Yogyakarta ;Kab. Gunung Kidul ",2019,5
"Reguler - FIKes - Gizi S1",Perempuan,"Prop. Riau ;Kota Pekanbaru ",2019,2
"Reguler - FEISHum - Psikologi S1",Laki-laki,"Prop. Jawa Tengah ;Kab. Pekalongan ",2019,1
"Reguler - FIKes - Radiologi D3",Perempuan,"Prop. Lampung ;Kab. Lampung Selatan ",2019,2
"Reguler - FIKes - Kebidanan S1",Perempuan,"Prop. Jawa Tengah ;Kab. Klaten ",2019,8
"Reguler - FIKes - Fisioterapi S1",Laki-laki,"Prop. Kalimantan Timur ;Kab. Penajam Paser Utara ",2019,4
"Reguler - FIKes - Gizi S1",Perempuan,"Prop. Banten ;Kota Cilegon ",2019,2
"Reguler - FEISHum - Administrasi Publik S1",Perempuan,"Prop. Jambi ;Kab. Kerinci ",2019,1
"Reguler - FEISHum - Psikologi S1",Perempuan,"Prop. Kalimantan Timur ;Kab. Nunukan ",2019,1
"Reguler - FST - Teknologi Informasi S1",Laki-laki,"Prop. Nusa Tenggara Barat ;Kab. Dompu ",2019,4
"Reguler - FEISHum - Administrasi Publik S1",Laki-laki,"Prop. Riau ;Kab. Kuantan Singingi ",2019,1
"Reguler - FIKes - Keperawatan Anestesiologi",Laki-laki,"Prop. Jawa Tengah ;Kab. Banyumas ",2019,1
"Reguler - FST - Arsitektur S1",Laki-laki,"Prop. Nusa Tenggara Barat ;Kab. Lombok Barat ",2019,8
"Reguler - FIKes - Radiologi D3",Laki-laki,"Prop. Jawa Barat ;Kab. Kuningan ",2019,7
"Reguler - FEISHum - Manajemen S1",Laki-laki,"Prop. Kalimantan Tengah ;Kab. Kotawaringin Barat ",2019,4
"Reguler - FEISHum - Akuntansi S1",Laki-laki,"Prop. Jawa Barat ;Kab. Cirebon ",2019,1
"Reguler - FEISHum - Akuntansi S1",Perempuan,"Prop. Jambi ;Kab. Merangin ",2019,1
"Reguler - FIKes - Kebidanan S1",Perempuan,"Prop. Jawa Tengah ;Kab. Sukoharjo ",2019,3
"Reguler - FIKes - Teknologi Laboratorium Medis D4",Perempuan,"Prop. Bengkulu ;Kab. Lebong ",2019,1
"Reguler - FEISHum - Psikologi S1",Perempuan,"Prop. Jawa Barat ;Kab. Majalengka ",2019,2
"Reguler - FST - Bioteknologi S1",Laki-laki,"Prop. Kalimantan Barat ;Kota Pontianak ",2019,1
"Reguler - FIKes - Gizi S1",Perempuan,"Prop. Jawa Tengah ;Kab. Pemalang ",2019,2
"Reguler - FEISHum - Psikologi S1",Laki-laki,"Prop. Jawa Tengah ;Kab. Pemalang ",2019,2
"Reguler - FIKes - Radiologi D3",Perempuan,"Prop. Sulawesi Selatan ;Kab. Soppeng ",2019,1
"Reguler - FIKes - Teknologi Laboratorium Medis D4",Laki-laki,"Prop. Riau ;Kab. Indragiri Hilir ",2019,2
"Reguler - FST - Bioteknologi S1",Perempuan,"Prop. Kepulauan Riau ;Kab. Natuna ",2019,1
"Reguler - FIKes - Kebidanan S1",Perempuan,"Prop. Kalimantan Timur ;Kota Tarakan ",2019,1
"Reguler - FIKes - Radiologi D3",Laki-laki,"Prop. Maluku ;Kab. Buru ",2019,5
"Reguler - FEISHum - Administrasi Publik S1",Perempuan,"Prop. Jawa Barat ;Kab. Ciamis ",2019,1
"Reguler - FEISHum - Administrasi Publik S1",Laki-laki,"Prop. Sulawesi Tenggara ;Kota Kendari ",2019,1
"Reguler - FIKes - Keperawatan Anestesiologi",Laki-laki,"Prop. Nusa Tenggara Barat ;Kab. Lombok Barat ",2019,3
"Reguler - FST - Arsitektur S1",Laki-laki,"Prop. Jawa Barat ;Kab. Purwakarta ",2019,1
"Reguler - FEISHum - Manajemen S1",Laki-laki,"Prop. Jawa Timur ;Kab. Sampang ",2019,1
"Reguler - FIKes - Radiologi D3",Perempuan,"Prop. Kalimantan Tengah ;Kab. Seruyan ",2019,1
"Reguler - FIKes - Kebidanan S1",Perempuan,"Prop. Nusa Tenggara Barat ;Kota Bima ",2019,1
"Reguler - FIKes - Teknologi Laboratorium Medis D4",Perempuan,"Prop. Bangka Belitung ;Kab. Belitung Timur ",2019,5
"Reguler - FEISHum - Psikologi S1",Perempuan,"Prop. Jawa Barat ;Kab. Sukabumi ",2019,1
"Reguler - FIKes - Gizi S1",Perempuan,"Prop. Maluku Utara ;Kab. Halmahera Tengah ",2019,1
"Reguler - FIKes - Teknologi Laboratorium Medis D4",Laki-laki,"Prop. Jawa Tengah ;Kab. Cilacap ",2019,17
"Reguler - FST - Bioteknologi S1",Perempuan,"Prop. Kalimantan Timur ;Kab. Pasir ",2019,1
"Reguler - FIKes - Fisioterapi S1",Perempuan,"Prop. Sulawesi Tenggara ;Kota Baubau ",2019,1
"Reguler - FIKes - Keperawatan S1",Perempuan,"Prop. Jawa Timur ;Kab. Blitar ",2019,1
"Reguler - FIKes - Kebidanan S1",Perempuan,"Prop. Riau ;Kab. Rokan Hulu ",2019,2
"Reguler - FIKes - Pendidikan Profesi Fisioterapi",Perempuan,"Prop. Jawa Tengah ;Kab. Klaten ",2019,1
"Reguler - FIKes - Teknologi Laboratorium Medis D4",Perempuan,"Prop. Sulawesi Utara ;Kota. Kotamobagu ",2019,6
"Reguler - FEISHum - Administrasi Publik S1",Laki-laki,"Prop. Kalimantan Barat ;Kab. Sintang ",2019,2
"Reguler - FEISHum - Psikologi S1",Perempuan,"Prop. Kalimantan Selatan ;Kota Banjarmasin ",2019,1
"Reguler - FIKes - Keperawatan Anestesiologi",Laki-laki,"Prop. Jawa Timur ;Kota Probolinggo ",2019,2
"Reguler - FST - Teknologi Informasi S1",Laki-laki,"Prop. Nusa Tenggara Barat ;Kab. Bima ",2019,3
"Reguler - FEISHum - Manajemen S1",Laki-laki,"Prop. Jawa Barat ;Kab. Kuningan ",2019,1
"Reguler - FIKes - Radiologi D3",Perempuan,"Prop. Bengkulu ;Kab. Muko-muko ",2019,1
"Reguler - FIKes - Keperawatan S1",Laki-laki,"Prop. Nusa Tenggara Timur ;Kab. Sumba Barat ",2019,1
"Reguler - FIKes - Kebidanan S1",Perempuan,"Prop. Jambi ;Kab. Kerinci ",2019,1
"Reguler - FIKes - Teknologi Laboratorium Medis D4",Perempuan,"Prop. Jawa Barat ;Kota Bekasi ",2019,4
"Reguler - FIKes - Kebidanan S2",Perempuan,"Prop. Papua ;Kab. Jayapura ",2019,1
"Reguler - FEISHum - Akuntansi S1",Perempuan,"Prop. Maluku ;Kota Ambon ",2019,1
"Reguler - FIKes - Gizi S1",Perempuan,"Prop. Sulawesi Tenggara ;Kab. Konawe ",2019,2
"Reguler - FIKes - Teknologi Laboratorium Medis D4",Laki-laki,"Prop. Sulawesi Tenggara ;Kota Kendari ",2019,8
"Reguler - FST - Bioteknologi S1",Perempuan,"Prop. Kalimantan Timur ;Kab. Kutai Kartanegara ",2019,2
"Reguler - FEISHum - Komunikasi S1",Perempuan,"Prop. Kepulauan Riau ;Kab. Lingga ",2019,1
"Reguler - FIKes - Fisioterapi S1",Perempuan,"Prop. Sumatera Utara ;Kab. Simalungun ",2019,1
"Reguler - FIKes - Pendidikan Profesi Fisioterapi",Laki-laki,"Prop. Jawa Tengah ;Kab. Kendal ",2019,1
"Reguler - FIKes - Keperawatan S1",Perempuan,"Prop. Kalimantan Selatan ;Kab. Barito Kuala ",2019,1
"Reguler - FIKes - Pendidikan Profesi Ners",Laki-laki,"Prop. Maluku Utara ;Kota Ternate ",2019,4
"Reguler - FIKes - Radiologi D3",Laki-laki,"Prop. Bengkulu ;Kota Bengkulu ",2019,15
"Reguler - FEISHum - Manajemen S1",Perempuan,"Prop. Sulawesi Tenggara ;Kota Baubau ",2019,1
"Reguler - FIKes - Keperawatan Anestesiologi",Laki-laki,"Prop. Aceh ;Kab. Aceh Barat ",2019,2
"Reguler - FST - Teknologi Informasi S1",Laki-laki,"Prop. Jawa Barat ;Kab. Kuningan ",2019,2
"Aanvullen - FIKes - Kebidanan D4",Perempuan,"Prop. Jawa Timur ;Kab. Sumenep ",2019,1
"Reguler - FST - Teknologi Informasi S1",Perempuan,"Prop. Sumatera Selatan ;Kab. Lahat ",2019,1
"Reguler - FEISHum - Psikologi S1",Laki-laki,"Prop. Jawa Timur ;Kab. Ponorogo ",2019,7
"Reguler - FIKes - Radiologi D3",Perempuan,"Prop. Nusa Tenggara Timur ;Kota Kupang ",2019,3
"Reguler - FIKes - Kebidanan D3",Perempuan,"Prop. Kalimantan Barat ;Kab. Sanggau ",2019,1
"Reguler - FIKes - Keperawatan S1",Laki-laki,"Prop. Nusa Tenggara Barat ;Kab. Lombok Utara ",2019,1
"Reguler - FIKes - Kebidanan S1",Perempuan,"Prop. Sumatera Barat ;Kota Bukittinggi ",2019,2
"Reguler - FST - Arsitektur S1",Perempuan,"Prop. Kalimantan Tengah ;Kab. Kotawaringin Barat ",2019,1
"Reguler - FIKes - Kebidanan S2",Perempuan,"Prop. Kalimantan Timur ;Kota Balikpapan ",2019,1
"Reguler - FEISHum - Akuntansi S1",Perempuan,"Prop. Kalimantan Selatan ;Kota Banjarbaru ",2019,1
"Reguler - FIKes - Fisioterapi S1",Laki-laki,"Prop. Lampung ;Kab. Pringsewu ",2019,12
"Reguler - FIKes - Gizi S1",Perempuan,"Prop. Kepulauan Riau ;Kab. Lingga ",2019,3
"Reguler - FIKes - Pendidikan Profesi Ners",Perempuan,"Prop. Nusa Tenggara Barat ;Kota Bima ",2019,1
"Reguler - FEISHum - Administrasi Publik S1",Perempuan,"Prop. Jawa Barat ;Kab. Indramayu ",2019,3
"Reguler - FIKes - Teknologi Laboratorium Medis D4",Laki-laki,"Prop. Sumatera Selatan ;Kab. Ogan Komering Ulu Selatan",2019,3
"Reguler - FST - Bioteknologi S1",Perempuan,"Prop. Sumatera Selatan ;Kab. Lahat ",2019,2
"Reguler - FEISHum - Komunikasi S1",Perempuan,"Prop. Bengkulu ;Kab. Bengkulu Selatan ",2019,2
"Reguler - FIKes - Fisioterapi S1",Perempuan,"Prop. Sulawesi Selatan ;Kab. Luwu ",2019,1
"Reguler - FIKes - Keperawatan S1",Perempuan,"Prop. Jawa Timur ;Kab. Nganjuk ",2019,1
"Reguler - FST - Teknologi Informasi S1",Laki-laki,"Prop. Kalimantan Timur ;Kab. Berau ",2019,5
"Reguler - FIKes - Keperawatan Anestesiologi",Perempuan,"Prop. Bengkulu ;Kab. Rejang Lebong ",2019,3
"Reguler - FEISHum - Komunikasi S1",Laki-laki,"Prop. Sulawesi Tenggara ;Kab. Muna ",2019,1
"Reguler - FIKes - Radiologi D3",Laki-laki,"Prop. Sulawesi Tengah ;Kab. Banggai Kepulauan ",2019,8
"Reguler - FEISHum - Manajemen S1",Perempuan,"Prop. Kalimantan Selatan ;Kab. Tabalong ",2019,2
"Reguler - FIKes - Kebidanan S1",Perempuan,"Prop. Jawa Tengah ;Kab. Pemalang ",2019,2
"Reguler - FIKes - Pendidikan Profesi Fisioterapi",Perempuan,"Prop. Kalimantan Tengah ;Kab. Kotawaringin Timur ",2019,1
"Reguler - FIKes - Teknologi Laboratorium Medis D4",Perempuan,"Prop. Kalimantan Tengah ;Kab. Kotawaringin Barat ",2019,1
"Reguler - FEISHum - Psikologi S1",Perempuan,"Prop. Kepulauan Riau ;Kab. Natuna ",2019,3
"Reguler - FIKes - Gizi S1",Perempuan,"Prop. Jawa Barat ;Kab. Majalengka ",2019,2
"Reguler - FEISHum - Psikologi S1",Laki-laki,"Prop. Bangka Belitung ;Kab. Bangka Tengah ",2019,7
"Reguler - FIKes - Radiologi D3",Perempuan,"Prop. Jambi ;Kab. Tanjung Jabung Timur ",2019,1
"Reguler - FIKes - Kebidanan S1",Perempuan,"Prop. Bengkulu ;Kota Bengkulu ",2019,2
"Reguler - FST - Arsitektur S1",Perempuan,"Prop. Sumatera Selatan ;Kab. Musi Rawas ",2019,1
"Reguler - FIKes - Fisioterapi S1",Laki-laki,"Prop. Sulawesi Utara ;Kab. Bolaang Mongondaw ",2019,3
"Reguler - FIKes - Gizi S1",Perempuan,"Prop. Lampung ;Kab. Lampung Utara ",2019,2
"Reguler - FIKes - Pendidikan Profesi Ners",Perempuan,"Prop. Kalimantan Timur ;Kota Samarinda ",2019,2
"Reguler - FEISHum - Administrasi Publik S1",Perempuan,"Prop. Lampung ;Kab. Lampung Selatan ",2019,1
"Reguler - FEISHum - Komunikasi S1",Perempuan,"Prop. Sulawesi Selatan ;Kota Makassar ",2019,1
"Reguler - FIKes - Fisioterapi S1",Perempuan,"Prop. Jawa Tengah ;Kab. Blora ",2019,1
"Reguler - FST - Teknologi Informasi S1",Laki-laki,"Prop. Jawa Timur ;Kab. Lamongan ",2019,3
"Reguler - FIKes - Keperawatan Anestesiologi",Perempuan,"Prop. Sulawesi Tengah ;Kab. Toli-Toli ",2019,1
"Reguler - FEISHum - Komunikasi S1",Laki-laki,"Prop. Bengkulu ;Kota Bengkulu ",2019,2
"Reguler - FIKes - Radiologi D3",Laki-laki,"Prop. Sulawesi Selatan ;Kab. Pinrang ",2019,1
"Reguler - FEISHum - Manajemen S1",Perempuan,"Prop. Maluku Utara ;Kab. Kepulauan Sula ",2019,2
"Reguler - FIKes - Kebidanan S1",Perempuan,"Prop. Sulawesi Tengah ;Kab. Marowali ",2019,3
"Reguler - FIKes - Pendidikan Profesi Fisioterapi",Perempuan,"Prop. Sumatera Utara ;Kab. Deli Serdang ",2019,1
"Reguler - FIKes - Teknologi Laboratorium Medis D4",Perempuan,"Prop. Maluku Utara ;Kab. Halmahera Timur ",2019,2
"Reguler - FEISHum - Psikologi S1",Perempuan,"Prop. Nusa Tenggara Timur ;Kab. Ende ",2019,1
"Aanvullen - FIKes - Kebidanan D4",Perempuan,"Prop. Jawa Tengah ;Kab. Jepara ",2019,1
"Reguler - FST - Teknologi Informasi S1",Perempuan,"Prop. Jawa Timur ;Kota Pasuruan ",2019,1
"Reguler - FIKes - Kebidanan S1",Perempuan,"Prop. Jawa Tengah ;Kab. Kudus ",2019,1
"Reguler - FST - Arsitektur S1",Perempuan,"Prop. Lampung ;Kab. Lampung Utara ",2019,1
"Reguler - FIKes - Gizi S1",Laki-laki,"Prop. Sumatera Selatan ;Kab. Ogan Komering Ulu ",2019,7
"Reguler - FIKes - Fisioterapi S1",Laki-laki,"Prop. Kepulauan Riau ;Kota Batam ",2019,6
"Reguler - FIKes - Gizi S1",Perempuan,"Prop. Kalimantan Timur ;Kota Tarakan ",2019,1
"Reguler - FEISHum - Administrasi Publik S1",Perempuan,"Prop. Sumatera Utara ;Kab. Nias ",2019,1
"Reguler - FEISHum - Komunikasi S1",Perempuan,"Prop. Jawa Barat ;Kab. Sumedang ",2019,1
"Reguler - FST - Teknologi Informasi S1",Laki-laki,"Prop. Bengkulu ;Kab. Seluma ",2019,2
"Reguler - FIKes - Keperawatan Anestesiologi",Perempuan,"Prop. Sulawesi Tenggara ;Kota Kendari ",2019,2
"Reguler - FEISHum - Komunikasi S1",Laki-laki,"Prop. Jawa Barat ;Kab. Kuningan ",2019,2
"Reguler - FST - Arsitektur S1",Laki-laki,"Prop. D.I. Yogyakarta ;Kab. Kulon Progo ",2019,6
"Reguler - FIKes - Radiologi D3",Laki-laki,"Prop. Jawa Tengah ;Kab. Cilacap ",2019,15
"Reguler - FEISHum - Akuntansi S1",Laki-laki,"Prop. Maluku Utara ;Kab. Kepulauan Morotai ",2019,1
"Reguler - FEISHum - Manajemen S1",Perempuan,"Prop. Jawa Barat ;Kab. Bogor ",2019,1
"Reguler - FEISHum - Akuntansi S1",Perempuan,"Prop. Aceh ;Kab. Aceh Tengah ",2019,1
"Reguler - FIKes - Kebidanan S1",Perempuan,"Prop. Bengkulu ;Kab. Seluma ",2019,1
"Reguler - FIKes - Teknologi Laboratorium Medis D4",Perempuan,"Prop. Kalimantan Barat ;Kab. Kapuas Hulu ",2019,1
"Reguler - FEISHum - Psikologi S1",Perempuan,"Prop. Nusa Tenggara Timur ;Kab. Timor Tengah Utara ",2019,1
"Reguler - FST - Teknologi Informasi S1",Perempuan,"Prop. Sulawesi Selatan ;Kab. Luwu ",2019,3
"Reguler - FST - Bioteknologi S1",Laki-laki,"Prop. Maluku ;Kab. Seram Bagian Barat ",2019,1
"Reguler - FIKes - Gizi S1",Perempuan,"Prop. Maluku Utara ;Kota Ternate ",2019,3
"Reguler - FEISHum - Psikologi S1",Laki-laki,"Prop. Bengkulu ;Kab. Bengkulu Utara ",2019,6
